path,file_type,bytes,sha256,git_status,scientific_category,proposed_action,reason,replacement_or_archive
.gitignore,none,267,e5d7049278aa80a85f7429b44a756716498e3a2fdb0f17648ae4b902fd1dc231,tracked,project_file,KEEP,Project configuration or handoff pointer.,.gitignore
GPT_REPO_HANDOFF.md,md,3560,1f795c27d085aee322ff4b5c8b3dc06ccaf10d8640804361556057834ad5895f,tracked,project_file,KEEP,Project configuration or handoff pointer.,GPT_REPO_HANDOFF.md
outputs/checkpoints/m5_local_mdot_eta_polish_N152_integrated_physE_then_differential/stage_00_etaE_100_N152.npz,npz,10169,d5e94f73f2840fa6ee34bf6366cd382341e438a6b8670f5d472acf3313bda3c7,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_polish_N152_integrated_physE_then_differential/stage_00_etaE_100_N152.npz
outputs/checkpoints/m5_local_mdot_eta_polish_N152_integrated_physE_then_differential_resume/stage_00_etaE_100_N152.npz,npz,10164,b741fcefd5d1bb98b5301da41c66ce88c257c7d24f881f5d2e0ea76603654b3c,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_polish_N152_integrated_physE_then_differential_resume/stage_00_etaE_100_N152.npz
outputs/checkpoints/m5_local_mdot_eta_seed_audit_N128_fromN96/stage_00_etaE_100_N128.npz,npz,7992,eca5ae84d42efa4cca6397ebaa6647a462d5bdb80e265de6810364384fccdc22,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seed_audit_N128_fromN96/stage_00_etaE_100_N128.npz
outputs/checkpoints/m5_local_mdot_eta_seed_audit_N128_fromN96_massode/stage_00_etaE_100_N128.npz,npz,8005,4126b419aceb26ddcf667342fd5bd7dc66febf34738bcd2228a76e6fb1950c9d,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seed_audit_N128_fromN96_massode/stage_00_etaE_100_N128.npz
outputs/checkpoints/m5_local_mdot_eta_seed_audit_N128_fromN96_pchip/stage_00_etaE_100_N128.npz,npz,8019,c645250dc1c70de9746d9a7fc5c05c325f9e92a55f47de7592399e3ab873da4e,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seed_audit_N128_fromN96_pchip/stage_00_etaE_100_N128.npz
outputs/checkpoints/m5_local_mdot_eta_seed_audit_N128_raw_bridge/stage_00_etaE_100_N128.npz,npz,7276,1e87d56a42c25ec24d20b0e1525f350075f3e13434714f25db62bef700e5841f,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seed_audit_N128_raw_bridge/stage_00_etaE_100_N128.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N128_resremesh_s1_b03_defect/stage_00_etaE_100_N128.npz,npz,9176,e1ebfeca6d9a1f381296017d41e9aed6850989b0e1cda0d9bc5048269e5b4112,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N128_resremesh_s1_b03_defect/stage_00_etaE_100_N128.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N128_resremesh_s1_b03_massode/stage_00_etaE_100_N128.npz,npz,9159,c08026598cac388a2691ab246442b7dcc3f1c4537d6e103062640c619aa1573b,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N128_resremesh_s1_b03_massode/stage_00_etaE_100_N128.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N128_resremesh_s1_b03_massode_restored/stage_00_etaE_100_N128.npz,npz,9165,989affd7fee24e7fdc9dabfe4a7b2443461dabcf72bbbe9523dcdbe7133d1256,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N128_resremesh_s1_b03_massode_restored/stage_00_etaE_100_N128.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N128_samegrid_eta100/stage_00_etaE_100_N128.npz,npz,7922,887b8aea10b463226d738a4e2e87ca502dd918a5029f89b273483ee4b68c3b3c,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N128_samegrid_eta100/stage_00_etaE_100_N128.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_fromN128_nested_defect/stage_00_etaE_100_N136.npz,npz,9246,2ef981831c39179d5d433e346e9fef7dac964e57ed68192c883e5e2a94c184b0,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_fromN128_nested_defect/stage_00_etaE_100_N136.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_fromN128_nested_defect_R100_320/stage_00_etaE_100_N136.npz,npz,9252,45ea2280e0295d7fb5316b02de446e219b12e66d091e7377964b7cb4d8f96932,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_fromN128_nested_defect_R100_320/stage_00_etaE_100_N136.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_fromN128_nested_defect_R180_320/stage_00_etaE_100_N136.npz,npz,9233,596f29f2b38aa6c12d3ca51451c875d51b4349aae8f3f1e88517948b93ec8498,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_fromN128_nested_defect_R180_320/stage_00_etaE_100_N136.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_fromN128_nested_defect_R250_340/stage_00_etaE_100_N136.npz,npz,9266,a2b42f0ed66344dd0ba5d4a9b5670846d82b0b95233e1dd3a21d55b44edd1f25,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_fromN128_nested_defect_R250_340/stage_00_etaE_100_N136.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_nested_defect_innerrelax8/stage_00_etaE_100_N136.npz,npz,9526,75d7ad7444fed1bf86917ae4560a0050be13a8caf751358da22482964d5d3692,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_nested_defect_innerrelax8/stage_00_etaE_100_N136.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_nested_defect_innerrelax8_anchor0p1/stage_00_etaE_100_N136.npz,npz,9534,af1229912e8ad4076ea7373b3aae0ea73250696a8419b44428717dad1731a5db,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_nested_defect_innerrelax8_anchor0p1/stage_00_etaE_100_N136.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_nested_defect_innerrelax8_anchor1/stage_00_etaE_100_N136.npz,npz,9505,5a887e5ac0bcf057809d895d79bcdf608c0e74fb1888ba67ad48e850009ab530,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_nested_defect_innerrelax8_anchor1/stage_00_etaE_100_N136.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_nested_defect_innerrelax8_yonly/stage_00_etaE_100_N136.npz,npz,9488,d13ba6ad255f1f31f62a3a806447cfd9cbe257a076ba1740f9decf5090a2f88f,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_nested_defect_innerrelax8_yonly/stage_00_etaE_100_N136.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_nested_defect_integrated_invsqrtdx/stage_00_etaE_100_N136.npz,npz,9264,fdeef5edc619c2952e701089c3305af03dac78163bbe0da6d93af7a86227b00b,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_nested_defect_integrated_invsqrtdx/stage_00_etaE_100_N136.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_nested_defect_integrated_none/stage_00_etaE_100_N136.npz,npz,9260,340702b1c662e10cab169abcd56c4e58535f8f2dfcf91436ccf28020b9cb7bff,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N136_nested_defect_integrated_none/stage_00_etaE_100_N136.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N140_fromN136_R100_320/stage_00_etaE_100_N140.npz,npz,9433,b3401db8ffa1c5d8a2d042bf63d7dfd689dc5c59f5b3ba4b63b799698d49b970,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N140_fromN136_R100_320/stage_00_etaE_100_N140.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N140_fromN136_R260_310/stage_00_etaE_100_N140.npz,npz,9437,507b2fd9568c8f02f80889b16dd86576a9bb99f3a4d8a71f3805ef1a63886144,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N140_fromN136_R260_310/stage_00_etaE_100_N140.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N140_fromN136_R270_300/stage_00_etaE_100_N140.npz,npz,9438,e72e3afa2618015e005f44adb3bafe32296313d7c007b2636f29c077d7c080df,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N140_fromN136_R270_300/stage_00_etaE_100_N140.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N140_fromN136_R280_295/stage_00_etaE_100_N140.npz,npz,9446,313c499eb36d9b1f883093b135c4e919f2094a73253f3874aff2183f713d0620,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N140_fromN136_R280_295/stage_00_etaE_100_N140.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N144_fromN128_nested_defect/stage_00_etaE_100_N144.npz,npz,9602,a88291023ea70740bd7c83ba9543aae033b9ffcf8e504e218362a5222d5b7b21,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N144_fromN128_nested_defect/stage_00_etaE_100_N144.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N144_fromN140_R100_320/stage_00_etaE_100_N144.npz,npz,9590,d77bd28820531013d6aeadeb2abaedcdcbf4567a2597190aa1404a44dd9a4a17,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N144_fromN140_R100_320/stage_00_etaE_100_N144.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N148_fromN140_R100_320/stage_00_etaE_100_N148.npz,npz,9760,b7cebd7f4bcdbdc78cccfe050b28eebb76c0b5b9dd5eca70290b9e8f454bb5a1,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N148_fromN140_R100_320/stage_00_etaE_100_N148.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N152_fromN140_R100_320/stage_00_etaE_100_N152.npz,npz,9938,b460179d80abbfdbd1170770b5eec7abf8b887a45c8d7c16fe942c41f483f734,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N152_fromN140_R100_320/stage_00_etaE_100_N152.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN128_R100_320/stage_00_etaE_100_N160.npz,npz,10274,6c0ae9d32143ced411ba7a99ba2dbf9719f0225056a3c69320468a2ff063ecd8,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN128_R100_320/stage_00_etaE_100_N160.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN128_defect/stage_00_etaE_100_N160.npz,npz,9041,fd9422026898b626e726c00dd1c26c3692c8357f6642eb3b9a83f050ca93b378,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN128_defect/stage_00_etaE_100_N160.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN128_massode/stage_00_etaE_100_N160.npz,npz,9020,ee651c2420fd150eeb5d05c82e36e012578f1345f3a53a99cf54636b1f79702b,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN128_massode/stage_00_etaE_100_N160.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN128_massode_restored/stage_00_etaE_100_N160.npz,npz,9019,a7aa65335e55336c2747f9dddc11222dc22186bb8e4813580c3410c402c08e3f,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN128_massode_restored/stage_00_etaE_100_N160.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN128_nested_defect/stage_00_etaE_100_N160.npz,npz,10275,79d1d1bc447ef199570e11261c91dd8bd345f4510907657192a7a4d5cbfec9b8,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN128_nested_defect/stage_00_etaE_100_N160.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN128_nested_massode/stage_00_etaE_100_N160.npz,npz,10260,2322587d5fe1df60c7cf1d3f09e4a52bcc9d30e50285a75d5938c408cb959c80,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN128_nested_massode/stage_00_etaE_100_N160.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN136_R100_320/stage_00_etaE_100_N160.npz,npz,10300,2521630f15511974de21151074280002577a52a5b7ed2c75a8d359b688ba764a,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN136_R100_320/stage_00_etaE_100_N160.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN152_R100_320/stage_00_etaE_100_N160.npz,npz,10295,7d641c0b7a0f06488c0f873723bb55e6de465776479238c4b796cfef6103b7fc,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N160_fromN152_R100_320/stage_00_etaE_100_N160.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N168_fromN152_R100_320/stage_00_etaE_100_N168.npz,npz,10655,13698cacf53d9ad97fe3ad5b2edc95e6419a76244f7b1b68ac6afa624396fdcc,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N168_fromN152_R100_320/stage_00_etaE_100_N168.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N176_fromN152_R100_320/stage_00_etaE_100_N176.npz,npz,10998,9009d1f14ae81a5b8e8764138df2524e99052ebf2ef324dc5d6c6ae9d265773a,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N176_fromN152_R100_320/stage_00_etaE_100_N176.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N192_fromN136_R100_320/stage_00_etaE_100_N192.npz,npz,11679,771945e6e68f49914bad01cf814184a46487f21036b61f82d3182d13fc5b5d89,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N192_fromN136_R100_320/stage_00_etaE_100_N192.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N255_fromN128_nested_defect/stage_00_etaE_100_N255.npz,npz,14323,7be50f954b9e4ecf777b3a0f41516f50a7a61e8ceaeb5b6e497d6c83789367c2,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N255_fromN128_nested_defect/stage_00_etaE_100_N255.npz
outputs/checkpoints/m5_local_mdot_eta_seedonly_N255_fromN128_nested_massode/stage_00_etaE_100_N255.npz,npz,14296,e5e83e3b468a855dcddd9763669cdb963406d9d4b0429fe56de42ee4cc96428e,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_local_mdot_eta_seedonly_N255_fromN128_nested_massode/stage_00_etaE_100_N255.npz
outputs/checkpoints/m5_source_band_eta90_freezeaux_eval_N164/stage_00_etaE_90_N164.npz,npz,22458,3cbf3234c05db132efc133d97619d6bdadbb20c3f92d39c1826e40c97ee9aad7,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_source_band_eta90_freezeaux_eval_N164/stage_00_etaE_90_N164.npz
outputs/checkpoints/m5_source_band_eta90_freezeaux_polish8_N164/stage_00_etaE_90_N164.npz,npz,23895,d1303197c376f66909dd3fbbc83e920590c71720269d303f395f61bc3b6e461b,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_source_band_eta90_freezeaux_polish8_N164/stage_00_etaE_90_N164.npz
outputs/checkpoints/m5_source_band_eta95_freezeaux_eval_N164/stage_00_etaE_95_N164.npz,npz,22455,55e559e4dad33aab4b88d0e43e3c43e3d3f83086d33a682100b3476c5eb02bb6,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_source_band_eta95_freezeaux_eval_N164/stage_00_etaE_95_N164.npz
outputs/checkpoints/m5_source_band_eta95_freezeaux_polish8_N164/stage_00_etaE_95_N164.npz,npz,23879,f8eb514906f5a28b10a423a5679450c12415311026ea578d28ff6bcc13b704d0,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_source_band_eta95_freezeaux_polish8_N164/stage_00_etaE_95_N164.npz
outputs/checkpoints/m5_source_band_eta95_fullaug_polish5_N164/stage_00_etaE_95_N164.npz,npz,23865,468c0aed226417c4ed6c993a459db571d71802ed5eaac2887cc83c7dad2d7592,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_source_band_eta95_fullaug_polish5_N164/stage_00_etaE_95_N164.npz
outputs/checkpoints/m5_source_band_eta95_masspredict_damp01_eval_N164/stage_00_etaE_95_N164.npz,npz,22657,079d6efbff9ca06b1d6575ac0903172da5347af4f08cc65e45316b68c214556f,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_source_band_eta95_masspredict_damp01_eval_N164/stage_00_etaE_95_N164.npz
outputs/checkpoints/m5_source_band_eta95_masspredict_eval_N164/stage_00_etaE_95_N164.npz,npz,22596,457b385aea1edd8d64122955bb8b3f49c5c2f38d2f138527dae4f5b2adc0885f,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_source_band_eta95_masspredict_eval_N164/stage_00_etaE_95_N164.npz
outputs/checkpoints/m5_source_band_eta99_freezeaux_eval_N164/stage_00_etaE_99_N164.npz,npz,22463,f9e2d49eb026f17f79cb49fa657ac5a3f0da8d8143c3fc7120dcfa4c951f5569,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_source_band_eta99_freezeaux_eval_N164/stage_00_etaE_99_N164.npz
outputs/checkpoints/m5_source_band_eta99_freezeaux_polish16_N164/stage_00_etaE_99_N164.npz,npz,23864,53d827bbf0a2612f22ab7479cf9ff34821b1a6863d961f6590e413df37c15815,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_source_band_eta99_freezeaux_polish16_N164/stage_00_etaE_99_N164.npz
outputs/checkpoints/m5_source_band_eta99_freezeaux_polish8_N164/stage_00_etaE_99_N164.npz,npz,23870,6d6cf3155e0d47bca7d5baef9ed52820bf95583f6248914fce25113f669c9c14,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_source_band_eta99_freezeaux_polish8_N164/stage_00_etaE_99_N164.npz
outputs/checkpoints/m5_source_band_freezeaux_eval_eta100_N164/stage_00_etaE_100_N164.npz,npz,22467,51f5e388ec1a821b65524dd3bf8662fe6f87d948d55db31c3d5a4bfc63da81e0,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_source_band_freezeaux_eval_eta100_N164/stage_00_etaE_100_N164.npz
outputs/checkpoints/m5_source_band_freezeaux_polish16_eta100_N164/stage_00_etaE_100_N164.npz,npz,23715,43eb96d0933a1bbebc5508e80a64eae00b975109a22850c5d6c9ef3feede4d87,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_source_band_freezeaux_polish16_eta100_N164/stage_00_etaE_100_N164.npz
outputs/checkpoints/m5_source_band_freezeaux_polish8_eta100_N164/stage_00_etaE_100_N164.npz,npz,23830,9682abdeefb0bcecc6786bfbf1760dc9371cc7121caebcf0cabf0fd19de1a6df,tracked,generated_scientific_artifact,ARCHIVE,Bulk generated output; decisive cases will be copied into results/canonical.,IMBH_legacy_steady_dae_artifacts_pre-cleanup-p0-2026-07-11.tar.gz:outputs/checkpoints/m5_source_band_freezeaux_polish8_eta100_N164/stage_00_etaE_100_N164.npz
